,job_title,company,skills,date_posted,Location
480,IT Support / Network Specialists,"Interact Global, All Cities , Pakistan",Not Specified,2025-08-20,"All Cities , Pakistan"
481,IT Support Engineer,"IT Resources, Rawalpindi , Pakistan","Multitasking Skills, Technical Assistance, Client  Support",2025-09-04,"Rawalpindi , Pakistan"
482,IT Support Intern,"STAMTECHNOLOGIES (PRIVATE) LIMITED, Lahore , Pakistan","Troubleshooting, Technical Issue Resolution, Level 1 Support, IT Support",2025-09-02,"Lahore , Pakistan"
483,IT Support Officer,"Nextech Packages, All Cities , Pakistan","System Maintenance, Troubleshooting Hardware, Software, Technical Support, and network issues, Installing and configuring IT equipment and, Issue documentation and tracking, Knowledge of IT systems and tools",2025-08-15,"All Cities , Pakistan"
484,IT Support Executive,"ST Connect Pvt, Lahore , Pakistan","TCP/IP, Network Security, DNS, WAN, Communication Skills, Hardware and software troubleshooting, MacOS, IT Documentation, Operating Systems (Windows, Linux), Problem-Solving, Vendor Collaboration, Technical Support, DHCP), Networking (LAN, Data security and backup",2025-08-20,"Lahore , Pakistan"
485,IT SUPPORT EXECUTIVE,"Sapphire Consulting Services, Jacobabad , Pakistan","Windows, LAN, Network Support, wi-fi, MS Office, VPN Troubleshooting, operating systems installation and configuration, Connectivity troubleshooting",2025-08-20,"Jacobabad , Pakistan"
486,IT Support Technician,"Pearl Global City, Dina , Pakistan","CCTV Installation, Troubleshooting Skills, Computer Hardware Knowledge, Networking and IT Support",2025-08-20,"Dina , Pakistan"
487,IT Support Executive,"NC Entertainment Pvt Limited, Lahore , Pakistan","Configuration Switches, IT  Troubleshooting, Networking Handling",2025-08-21,"Lahore , Pakistan"
488,IT Support Intern,"Accounting Bookeepers, Karachi , Pakistan","Software Installation, System Monitoring, Team Collaboration, System Maintenance, Network Issues, Troubleshooting Hardware, Troubleshooting Software, Problem-Solving, IT Support, Technical Communication, Device setup",2025-08-07,"Karachi , Pakistan"
489,IT Support Executive,"Sapphire Consulting Services, All Cities , Pakistan","LAN Troubleshooting, configure, Install, VPN Troubleshooting, MS Office), Wi-Fi troubleshooting, and maintain operating systems, Standard applications (Windows, Support basic network issues, Connectivity troubleshooting",2025-08-20,"All Cities , Pakistan"
490,IT Support Engineer,"SMSAMI, Lahore , Pakistan","Configuration Switches, Multitasking Skills, Technical Assistance, Technical Presentations, IP Networking",2025-08-27,"Lahore , Pakistan"
491,Desktop Support Officer IT,"Al Meezan Investment Management Ltd, Karachi , Pakistan","Hardware Troubleshooting, Network Troubleshooting, Help Desk Support, IT Asset Management, Software Installation and Configuration, Customer Service, Ticketing Systems",2025-09-02,"Karachi , Pakistan"
492,IT Support Engineer,"Leopards Courier Services Pvt, All Cities , Pakistan","Troubleshooting, IT Hardware Support, Communication Skills, Desktop Application Support, IT Infrastructure support, Networking Fundamentals, Windows OS Support, MySQL support, General IT Support, Software query handling",2025-08-05,"All Cities , Pakistan"
493,IT Support Executive,"Union Developers Pvt, Lahore , Pakistan","Hardware Troubleshooting, Software Troubleshooting, Cisco Switches And Routers, IT Asset Management, Ticketing Systems, Technical Support, Network Connectivity, PBX systems, IT support request management, NVR and IP camera configuration, NAS device configuration, Workstation setup and configuration, Software patching and updates, Employee training on technology tools",2025-08-07,"Lahore , Pakistan"
494,IT Support Executive,"Ovex Technologies Pakistan Pvt Ltd, Lahore , Pakistan","Windows System Administration, IP CCTV Knowledge, Computer Hardware Installation",2025-09-04,"Lahore , Pakistan"
495,IT Support Technician,"Precision IT Consulting, All Cities, Canada","Ticketing Systems, Understanding Of Cybersecurity Principles., Knowledge Of ITIL Best Practices",2025-08-14,"All Cities, Canada"
496,IT Support Executive,"Union Developers Pvt, Lahore , Pakistan","Cisco Switches And Routers, IT Asset Management, Troubleshooting Hardware and software, Ticketing System, Software Installation and Configuration, Technical Support, Network Connectivity, PBX systems, Computer hardware installation and configuration, NVR and IP camera setup, NAS devices, Employee training and support",2025-08-08,"Lahore , Pakistan"
497,Hair Stylist,"Junior Trims, Karachi , Pakistan","Hair Straightening, Haircut Design, Nail Care",2025-08-14,"Karachi , Pakistan"
498,Hair Stylist/Hair Dresser,"Engineering Solutions, Karachi , Pakistan","gel, Customer Service, Communication, Hair cutting techniques, Fade, Pompadour, Undercut, Hair styling products, Pomade, Hair dryers, Men's hair grooming",2025-08-31,"Karachi , Pakistan"
499,HR & Insurance Officer,"Renowned Brand, All Cities , Pakistan","Human Resources, Communication Skills, Insurance Claims Handling, Problem-Solving, Attention to Detail, Employee insurance records management, Coordination with insurance companies",2025-08-15,"All Cities , Pakistan"
500,Group Health Insurance Provider,"CARE, Islamabad , Pakistan","Mobile Application, Web Portal, Customer Service, Claims Management, Electronic claim submission, Group Health Insurance Services, Health Insurance Coverage, Digital Insurance Platforms, Insurance Licensing, Financial and Technical Compliance",2025-08-06,"Islamabad , Pakistan"
501,Business Development Manager – Insurance,"AZ Travel, Multiple Cities , Pakistan","Sales Management, Communication Skills, Business Development Process",2025-08-25,"Multiple Cities , Pakistan"
502,Virtual Assistant – Insurance Services,"Agency VA, Rawalpindi , Pakistan","Customer Relationship Management (CRM), Ability To Work Night Shifts, Entrepreneurial Mindset, Fast-paced Environment, Client Follow-up, Attention to Detail, Data Entry, Proficient English communication (written and, Ability to work in structured",2025-08-08,"Rawalpindi , Pakistan"
503,Insurance Premium Billing (Night Shift),"Regiment Staffing, Lahore , Pakistan","Reconciliation, Client Account Management, English Proficiency, Communication Skills, Insurance Billing, Revenue Cycle Management, Organizational Abilities, Attention to Detail, Premium billing processes, Knowledge of Canadian privacy laws (PIPEDA), Experience with client billing systems, Experience with online portals",2025-08-15,"Lahore , Pakistan"
504,Patient Eligibility & Insurance Verification - Medical Billing,"Macrise Tech Solutions, All Cities , Pakistan","Compliance, Documentation, English Proficiency, Communication Skills, eclinicalworks, Patient Communication, Medical Billing, Insurance Verification, Electronic health record (EHR), Coordination, Attention to Detail, Pre-authorization, Payer-specific Requirements, Billing Discrepancies",2025-08-30,"All Cities , Pakistan"
505,Insurance Verification & Authorization Associate – Medical Billing,"Macrise Tech Solutions, All Cities , Pakistan","Compliance, Patient Communication, English Communication Skills, Medical Billing, Insurance Verification, Electronic Health Record (EHR) Management, Scheduling Coordination, Authorization handling, Knowledge of Medicaid and payer guidelines, Night shift readiness",2025-08-09,"All Cities , Pakistan"
506,Accounting Virtual Assistant - Insurance Agency Support,"Agency VA, Rawalpindi , Pakistan","Analytical Abilities, General Ledger Entries, Commission Reconciliation, Financial Tracking, English Communication, Problem-Solving, Excel, Accounting, Financial Reporting, Google Sheets, Time Management, Attention to Detail, Invoicing, Accounting Software (QuickBooks, Xero), Carrier payment verification, Billing support, Insurance AMS platforms (HawkSoft, EZLynx, AMS360)",2025-08-08,"Rawalpindi , Pakistan"
507,Individual Consultant to Conduct Feasibility Study on Livestock Insurance in Balochistan,"Poverty Alleviation Fund, All Cities , Pakistan","Feasibility Studies, Development Studies, Analytical Skills, Risk management And Insurance, Report Writing, Agricultural Economics, stakeholder consultation, Rural Markets, Livestock value chains, Livestock Sciences, Insurance and risk mitigation program design, Knowledge of Balochi or Pashto (preferred)",2025-08-09,"All Cities , Pakistan"
508,Request for Sealed Proposals - Staff Group Health Insurance for Year 2025-26,"Jhpiego, Islamabad , Pakistan","Client Service, proposal submission, Group Health Insurance Plan Management, Financial Offer Preparation, Compliance with Local Tax Laws, Network Management of Panel Hospitals, Tele-health Services, Mobile Application Services, Documentation and PACRA Rating Compliance",2025-08-30,"Islamabad , Pakistan"
509,Quality Assurance (QA) Agent Executive,"PulsePoint Connect, Karachi , Pakistan","English Proficiency, Call Center Operations, Analytical Skills, Quality Assurance, Leadership, Teamwork, International USA Campaigns, Health Insurance Experience (Medicare or, Providing Feedback and Coaching",2025-08-05,"Karachi , Pakistan"
510,Expert HealthCare Products,"Jazz, Islamabad , Pakistan","Strategic Thinking, P&L Management, Analytical Abilities, Claims Processing, Telemedicine, Partnership Development, Vendor Negotiations, Problem-Solving, Digital Healthcare, Insurance, Leadership, Insurtech, AI Solutions, digital health platforms, health insurance services, health-tech, insurance regulations, Scaling healthcare and insurance products, AI-driven healthcare recommendations, Insurance business models, Underwriting procedures, Healthcare and insurance trends, Launching or scaling HealthTech or InsurTech",2025-08-05,"Islamabad , Pakistan"
511,Office Assistant,"Efu General Insurance, Karachi , Pakistan","Fluent in English, Writing Skills, MS Word, MS Excel",2025-08-13,"Karachi , Pakistan"
512,Sales Representative -  Home Security System,"State Farm Insurance Co, Multiple Cities , Pakistan","Security System Telemarketing, Home Security System Sales, Phone Sales To US",2025-08-06,"Multiple Cities , Pakistan"
513,Senior Investment  / Investment Officer,"Pak Qatar Takaful, Lahore , Pakistan","Investment Advisory, Accidental Insurance, Fornt Office Support, Communication Skills, Investment Management, Life Insurance Knowledge",2025-08-08,"Lahore , Pakistan"
514,Prior Authorization Specialist,"Healthrix, All Cities , Pakistan","Communication Skills, Record Keeping, Organizational Skills, Microsoft Office Suite, authorization processes, Patient insurance verification, Insurance regulations knowledge, Coordination with PCP offices",2025-08-05,"All Cities , Pakistan"
515,Fresher Graduate  Medical Billing,"RCM Matter, Islamabad , Pakistan","Insurance Claims, Communication with Insurance Companies, ICD-10 CODING, Medical Terminology, Claims Submission, Accuracy, Attention to Detail, Data Entry, medical billing processes, Managing denials, Medicare claims, Follow-up on unpaid claims",2025-08-25,"Islamabad , Pakistan"
516,Senior Officer / Executive Officer – RM Bancassurance – UPI Department,"EFU Life Assurance Ltd., Karachi , Pakistan","Risk Assessment, Relationship Management, Sales Strategy, Financial Advisory, Compliance Management, Risk Management, Customer Acquisition, Bancassurance, Insurance product knowledge, insurance regulations, UPI Transactions",2025-08-26,"Karachi , Pakistan"
517,Sales Representative,"Talent Unlimited- Recruitment and Client Services, All Cities , Pakistan","Email Campaigns, Client Relationship Management, Sales Target Achievement, Lead Generation, Networking, Interpersonal Skills, Excellent Communication Skills, Cold Calling, Customer-focused attitude, Understanding of insurance products and coverage, Licensing to sell insurance products",2025-08-10,"All Cities , Pakistan"
518,Process Development Specialist,"Jazz, Islamabad , Pakistan","رعاية المرضى, Presentation Skills, Process Improvement, Analytical Skills, and Management, Experience in insurance, Edtech, redesign, Project Management, Health, Microsoft Office, MS Visio or Lucidchart, Insurance-based business processes, Online marketplace business models, or FinTech sectors, Digital product lifecycle knowledge, Digital product process design, Familiarity with AI tools for research and",2025-09-03,"Islamabad , Pakistan"
519,Bilingual Translator - English / French,"Flair Travel & Holidays, Islamabad , Pakistan","Fluent in English, Communication Skills, French Translator",2025-08-06,"Islamabad , Pakistan"
520,Linguistic Translation Specialist,"Translation Linguists, Rawalpindi , Pakistan",Not Specified,2025-08-22,"Rawalpindi , Pakistan"
521,Security Guard,"International Medical Corps, Islamabad , Pakistan","Screening, Surveillance, Safety and Security Management, Security Protocols, Guarding",2025-08-27,"Islamabad , Pakistan"
522,Security Guard,"GEM Business Solutions, Lahore , Pakistan","Power Protection, Safety Administration, Problem Solving Skills",2025-08-21,"Lahore , Pakistan"
523,Security Guard,"Gerrys International Licensee of FedEx, All Cities , Pakistan","Vigilance, night shift work, basic ms office, Computer Skills, Teamwork, Security checks, Vehicle monitoring, Seal verification, Shipment scanning",2025-08-16,"All Cities , Pakistan"
524,Security Guard,"Khyber Al Khaleeg TTC Al Khwaizy Manpower, Dubai , Pakistan","Maintain safety and security, Monitor and control access, Conduct patrols and inspections, Respond to incidents and emergencies, Report suspicious activities",2025-08-17,"Dubai , Pakistan"
525,Security Guard,"Western, All Cities , Pakistan","Professionalism, Surveillance, CPR, First Aid, Attention to Detail, Integrity, Operate detection systems, Operate emergency equipment, Public safety knowledge, Security procedures and protocols",2025-08-16,"All Cities , Pakistan"
526,Security Guard,"HRSG Outsourcing PvtLtd, All Cities , Pakistan","Communication Skills, AC Maintenance Tools Command, Observational Skills, calmness under pressure, Sound decision making, Attention to Detail, Knowledge of safety and security protocols",2025-08-06,"All Cities , Pakistan"
527,Security Guard Supervisor,"International Committee of the Red Cross, Islamabad , Pakistan","People Management, Fire Safety, Driving Skills, Training and Capacity Building, RADIO COMMUNICATION, CCTV Monitoring, Security Risk Assessment, Emergency response coordination, English Communication, Security Guard Management, Report Writing, computer applications proficiency, Knowledge of Urdu and local languages, Earthquake preparedness",2025-08-09,"Islamabad , Pakistan"
528,Security Guard 24 hours,"MHR, All Cities , Pakistan","remote work, Weapon Training, Safety Protocols, Time Management, weapon handling techniques",2025-08-21,"All Cities , Pakistan"
529,Security Guard – CEO’s Private Residence,"Impact Design International, All Cities , Pakistan","Protocol Adherence, Communication Skills, Physical Fitness, Security Services, Vigilance, Observational Skills, Record Keeping, Confidentiality, Collaboration with authorities, Security equipment handling",2025-08-07,"All Cities , Pakistan"
530,Security Guards (Army Retired),"DNZ Pvt Lt, Lahore , Pakistan","Emergency Response, Team Collaboration, Security Experience, Patrolling, Access Control, Military background, Safety and security maintenance",2025-08-18,"Lahore , Pakistan"
531,"Multiple Positions (Female Warden, Teachers, Accounts Assistant, Security Guards)","KPSI Cadet School College System, All Cities , Pakistan","Accounting Principles, Record Keeping, Strong Communication and Interpersonal Skills, Fluency in spoken and written English (for, computer proficiency (for Accounts Assistant), Physical fitness and discipline (for Security",2025-08-21,"All Cities , Pakistan"
532,English Language & Personality Development Trainer,"COTHM, All Cities , Pakistan","Soft Skills Training, Lesson Planning, Personality Development, Student Assessment, English language (spoken and written)",2025-08-22,"All Cities , Pakistan"
533,Travel Agent,"M/S Ideal Tech Solutions, Lahore , Pakistan","Fluent in English, GDS System Knowledge, Travel Sales Knowledge",2025-08-16,"Lahore , Pakistan"
534,Travel Agent,"Aero Geeks, Lahore , Pakistan","Fluent in English, Computer Proficient, Communication Skills",2025-08-11,"Lahore , Pakistan"
535,Travel Agent,"Aero Geeks, Lahore , Pakistan","Fluent in English, Communication Skills, MS Excel",2025-08-09,"Lahore , Pakistan"
536,International Travel Agent,"Horizon Tech, Karachi , Pakistan","Sabre Command, Amadeus GDS, Cruises, Ticketing Systems Command, Holiday Packages, 365 Finance Solutions, Galileo",2025-08-12,"Karachi , Pakistan"
537,Travel Consultant,"Bukhari Travel & Tourism Services, Karachi , Pakistan",Not Specified,2025-08-22,"Karachi , Pakistan"
538,Travel Consultant,"MENZIES-RAS Pvt Ltd, Islamabad , Pakistan","Sales Management, Communication Skills, Business Decision Making, Customer Focused Marketing, Commitment to Achieve, Personal Accountability",2025-09-04,"Islamabad , Pakistan"
539,Travel Consultant,"Stardom Now, Lahore , Pakistan","Galileo Command, Sabre Command, Team Collaboration, Influencing and Negotiation Skills, CRM Tools, Problem-Solving, English Communication Skills, Customer Service, Organizational Skills, Worldspan reservation system, Flexibility to work afternoon and night shifts",2025-08-06,"Lahore , Pakistan"
540,Travel Consultant USA,"Tech Zot, Lahore , Pakistan","Reservation Management, Travel Consultancy, English Communication, Ticketing, Employee Relation Manaement, Customer Service, Itinerary coordination",2025-08-21,"Lahore , Pakistan"
541,Corporate Travel Consultant - Intern,"NXT Flight, Karachi , Pakistan","Fluent in English, Communication Skills, Air Ticketing Knowledge",2025-08-19,"Karachi , Pakistan"
542,Supervisor - Travel & Logistics,"Programmers Force, All Cities , Pakistan","Visa Processing, Communication Skills, WORD), Ticketing, Microsoft Office (Excel, Outlook, International Travel Coordination, Attention to Detail, Vendor Management",2025-08-07,"All Cities , Pakistan"
543,Finance Officer - Travel Agency,"Ticketistancom, All Cities , Pakistan","Financial Statements Preparation, Analytical Skills, Accounts Payable and Receivable, Team Supervision, Audit Support, Accounting, Financial Reporting, Bank Reconciliation, Attention to Detail, Financial software relevant to travel agencies",2025-08-23,"All Cities , Pakistan"
544,Inbound Call Agents – Travel Reservation Specialists,"Arfa Tech, Rawalpindi , Pakistan","Booking Management, Inbound Call Handling, Travel Reservations, English Communication, Professional communication, Customer Service, Sabre airline reservation system",2025-08-08,"Rawalpindi , Pakistan"
545,Ticketing Officer – Travel Agency,"Sara International, Islamabad , Pakistan","Detail-Oriented, Communication Skills, Fluency in English, SABRE, Organizational Skills, Galileo), Knowledge of Arabic (advantage), GDS Systems (Amadeus, Ticketing within the travel industry, Visa processing (Hajj and Umrah preferred)",2025-08-05,"Islamabad , Pakistan"
546,Jr. Sales Executive – Travel Services,"AlgoRepublic Private, Lahore , Pakistan","Business Development, Negotiation Skills, Client Management, Communication Skills, Sales Target Achievement, travel and tourism sales",2025-08-07,"Lahore , Pakistan"
547,Sales Representative – Hajj & Umrah Travel Packages,"Sara International Travels, All Cities , Pakistan","Fluency in English, MS Office, Negotiation, Self-Motivation, Customer Service, CRM Software, Interpersonal Skills, Communication, Travel Sales, Religious tourism knowledge, Visa requirements and travel regulations, Knowledge of Arabic or Urdu (advantage)",2025-08-07,"All Cities , Pakistan"
548,"Branch Manager, Travel Agency- Mingora, Swat","Ticketistancom, Mingora , Pakistan","Marketing Strategy Development, Ticketing, Leadership and Team Management, Travel Industry Knowledge, Multitasking, Interpersonal Skills, Communication, Umrah services, Business growth focus, Local market knowledge (Mingora, Swat), Travel insurance familiarity",2025-08-05,"Mingora , Pakistan"
549,Sales Agent,"Travel Techie, Lahore , Pakistan","Fluent in English, Spoken English, End to End Sales",2025-08-17,"Lahore , Pakistan"
550,Call Center Agent,"Travel Techie, Lahore , Pakistan","Fluent in English, Telemarketing  Skills, End to End Sales",2025-08-17,"Lahore , Pakistan"
551,Airline Ticket Agent,"Al Fatah Travel Tour, All Cities , Pakistan","Communication Skills, accommodation arrangements, Airline Ticketing, Ticket Issuance, Customer Service, Travel booking process, Transportation arrangements, Travel and airline ticketing software, Reservations processing, Refunds and exchanges, Knowledge of global airline carriers, Fare structures",2025-08-30,"All Cities , Pakistan"
552,Sales Agent,"Grove Marketing, Lahore , Pakistan","Fluent in English, Communication Skills, Travel Industry Knowledge, Employee Relation Manaement, Sales Strategy Development, Customer Service, Interpersonal Skills, Night shift availability",2025-08-09,"Lahore , Pakistan"
553,QC Lab Line Inspector,"RSF Group of Companies Pakistan, Multan , Pakistan","Quality Control, Equipment Tools Knowledge, Quality Improvement Tools, Laboratory Operations Management",2025-08-25,"Multan , Pakistan"
554,AI Engineer,"PixelFyre Code Labs, Multiple Cities , Pakistan","Artificial Intelligence Knowledge, Natural Language Processing, NumPy, Python",2025-08-07,"Multiple Cities , Pakistan"
555,AI Engineer,"Force Cloud, Lahore , Pakistan","Computer Vision, NLP, ML Algorithms",2025-08-27,"Lahore , Pakistan"
556,AI Engineer - Gen,"Bigimmersive, Lahore , Pakistan","Gen Ai RAG, AI MiniMax Replit Claude, AI Tools  Command",2025-08-15,"Lahore , Pakistan"
557,AI Engineer,"PlanetBeyond, All Cities , Pakistan","AI Development, Business Problem solving, AI-powered solutions design, AI deployment, operational efficiency enhancement",2025-08-19,"All Cities , Pakistan"
558,AI Engineer,"Sofstica Solutions, All Cities , Pakistan","System Design, Microservices, Rest APIs, Next.JS, Java SpringBoot, Flutter, React, Database Integration, Data Structures, Algorithms, Autonomous Systems, Python, LangGraph, LangChain, AI Agents, Retrieval-Augmented Generation (RAG) pipelines",2025-08-31,"All Cities , Pakistan"
559,Senior AI Engineer,"Radco Enterprises, Multiple Cities , Pakistan","Fluent in English, Python Framework Command, Artificial Intelligence Knowledge, Intrapersonal Skills, Agent Development",2025-08-19,"Multiple Cities , Pakistan"
560,AI Engineer,"Kavtech Solutions Pvt, All Cities , Pakistan","Analytical Thinking, Computer Vision, Keras, Scikit-learn, Deep Learning, TensorFlow, NoSQL Databases, Data Preprocessing, PyTorch, Feature Engineering, Natural Language Processing (NLP), SQL, Effective Communication, Problem-Solving, Python Programming, Azure, Recommendation Systems, kubeflow, Machine Learning, Generative AI, Large Language Models (LLMs), Google Cloud), Cloud Platforms (AWS, Model Evaluation, MLOps tools (MLflow, Airflow), Data pipeline architectures",2025-08-24,"All Cities , Pakistan"
561,AI Engineer,"Remote Solutions, Islamabad , Pakistan","Data Processing, Fastapi, Python, Large Language Models (LLMs), LangChain, Vector Databases, Embeddings, Retrieval-augmented generation (RAG), AI inference pipeline optimization, API collaboration",2025-08-08,"Islamabad , Pakistan"
562,AI Engineer,"Cortech sols pvt, Islamabad , Pakistan","Computer Vision, Deep Learning, Speech Recognition, Natural Language Processing (NLP), Generative AI, Large Language Models (LLMs), LangGraph, LangChain, Retrieval-augmented generation (RAG), Advanced RAG, Fine-tuning LLMs, Voice Chatbots",2025-08-09,"Islamabad , Pakistan"
563,AI Engineer,"ROZEE.PK, Lahore , Pakistan","take ownership, Bash Scripting, Analytical Thinking, Communication Skills, CI/CD, SQL, Backend Api Development, Fastapi, Pydantic, Python, Prompt Engineering, AI Agent, LinuxOS fundamentals, Backend Microservices, model fine tuning, AI/ML Deployment, Tool calling, LLM cost-performance trade offs",2025-08-05,"Lahore , Pakistan"
564,Generative AI Engineer – Voice Calling Systems,"Tech knock, Lahore , Pakistan",Not Specified,2025-08-25,"Lahore , Pakistan"
565,Gen AI Engineer,"Big Immersive, Lahore , Pakistan","Backend Development, API Integration, Frontend Development, React, Problem-Solving, Cursor, Python, Prototyping, JavaScript, Replit, LangChain), AI tools (Claude, MiniMax, GPTs, Design experimentation",2025-08-16,"Lahore , Pakistan"
566,Sr. AWS AI Engineer,"Cloudelligent, Islamabad , Pakistan","Hadoop, Transformers, Apache Spark, Keras, Scikit-learn, Deep Learning, TensorFlow, Data Preprocessing, Amazon Redshift, PyTorch, CNNs, amazon sagemaker, Feature Engineering, AWS cloud services, AWS Glue, Amazon Athena, Machine Learning, Python, RNNs, OpenAI, Communication, Project Management, Leadership, LangGraph, Data Visualization, OpenSearch, LangChain, CrewAI, Model Evaluation, Vector Databases, AWS Bedrock, AI/ML algorithms, Amazon Rekognition, Kendra, Azure OpenAI integration, Agentic Behavior in AI, Similarity search, AWS Certified Machine Learning – Specialty, AWS Certified AI Practitioner",2025-08-31,"Islamabad , Pakistan"
567,Generative AI Engineer,"Cogent Labs, Lahore , Pakistan","Communication Skills, Production Readiness, Prompt Engineering, LangGraph, LangChain, Model Deployment, Retrieval-augmented generation (RAG), Structured and unstructured data handling, Fine-tuning large language models, Tool calling, agentic AI workflows, Python-based AI frameworks, AI action execution, autonomous decision-making, ReAct agents, context optimization, multi-modal AI systems, document parsing, structured output generation, AI developer tools, AI IDEs, scalable AI solutions, Model Context Protocol (MCP) servers, multi-agent pipelines, agent-to-agent (A2A) coordination, MLOps pipelines",2025-08-08,"Lahore , Pakistan"
568,AI Automation Engineer,"Click Traces Private, Lahore , Pakistan","API Integration, WebHooks, Problem-Solving, Python, Communication, Gohighlevel, Teamwork, JavaScript, N8N, Vapi.ai, automation logic, low-code/no-code platforms",2025-08-08,"Lahore , Pakistan"
569,Data Analytics  AI Engineer,"KPMG Saudi Arabia, All Cities , Pakistan",Not Specified,2025-08-18,"All Cities , Pakistan"
570,Senior AI Engineer I,"Careem, Lahore , Pakistan","رعاية المرضى, MySQL, MS SQL Server, Hadoop, Data Mining, Tableau, Hive, DB2, Qlik, Agile Methodologies, Data Transformation, Teradata, Deep Learning, MicroStrategy, Coding Skills, Predictive Modeling, Time Series Analysis, Chartio, BigQuery, Reinforcement Learning, SQL, Problem-Solving, Recommendation Systems, Amazon EMR, Spark, Machine Learning, Optimization techniques, A/B Testing, Python, SAP, AI, Data Cleaning, Oracle, Business Intelligence tools (Tableau, Qlik), geospatial data processing, learning to rank, Matching problems, Classical machine learning, Uplift modeling, Big Data methodologies, Data transformation and cleaning",2025-09-03,"Lahore , Pakistan"
571,Software Engineer II - MLOps,"Careem, Lahore , Pakistan","رعاية المرضى, Backend Development, SOLID Principles, Statistics, Infrastructure, calculus, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, Algorithms and Data Structures, SQL, Machine Learning Algorithms, Python Programming, Data, Clean Code Practices, Machine Learning, MLOPS, Data Structures, Algorithms, Data science solutions, machine learning theory, Differential calculus, Machine learning algorithms development and",2025-09-04,"Lahore , Pakistan"
572,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","SOLID Principles, Statistics, Mobile, GITHUB, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Frontend, machine learning theory, Differential calculus, Machine Learning Operations (MLOps)",2025-08-22,"Lahore , Pakistan"
573,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Backend Development, Statistics, GITHUB, Data Science, calculus, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Software Design, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Software Engineering, Differential calculus, Machine learning algorithm theory, Machine learning deployment, Software design principles (SOLID)",2025-09-04,"Lahore , Pakistan"
574,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","Statistics, Mobile, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, معرفة رياضية قوية, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Frontend, Software Engineering, machine learning theory, Differential calculus, SOLID design techniques, Clean Code principles",2025-08-29,"Lahore , Pakistan"
575,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","رعاية المرضى, Backend Development, SOLID Principles, Statistics, calculus, Collaboration, Mobile Development, Cyber Security, Probability Theory, Frontend Development, Linear Algebra, Mathematical Analysis, Data Engineering, SQL, Machine Learning Algorithms, Python Programming, Machine Learning, MLOPS, Data Structures, Algorithms, Python, Frontend, Software Engineering, Differential calculus, Machine learning theory and algorithms, Software Engineering (Backend, Mobile), Development and deployment of machine learning",2025-08-12,"Lahore , Pakistan"
576,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","SOLID Principles, Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Algorithms and Data Structures, Excellent Oral And Written Communication, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Mobile Software Engineering, Clean Code, Machine Learning, Data Structures, Algorithms, Python, Frontend, ML Ops, Machine Learning models, Software Engineering, Data science solutions, machine learning theory, Differential calculus, Frontend Software Engineering, Backend Software Engineering",2025-08-21,"Lahore , Pakistan"
577,EG - Software Engineer II - MLOps,"Careem, Lahore , Pakistan","Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Python, Frontend, Software Engineering, machine learning theory, Differential calculus, SOLID design techniques, Clean Code principles, ML deployment",2025-08-28,"Lahore , Pakistan"
578,EG - Software Engineer II - MLOps,"Careem, Lahore , Pakistan","SOLID Principles, Statistics, Mobile, GITHUB, Data Science, Infrastructure, calculus, Cyber Security, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Python Programming, Data, Machine Learning, Data Structures, Algorithms, Python, Frontend, Software Engineering, machine learning theory, Differential calculus, Machine learning model development and deployment, Oral and written communication skills in English",2025-09-02,"Lahore , Pakistan"
579,Software Engineer I - MLOps,"Careem, Lahore , Pakistan","SOLID Principles, Statistics, Mobile, Data Science, Infrastructure, calculus, Cyber Security, Communication Skills, Probability Theory, Linear Algebra, Mathematical Analysis, Backend, SQL, Machine Learning Algorithms, Python Programming, Data, Clean Code, Machine Learning, Data Structures, Algorithms, Python, Frontend, ML Ops, Software Engineering, machine learning theory, Differential calculus",2025-08-25,"Lahore , Pakistan"
