CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
15276,66,1,1.25,2,1,1,4,At Risk
15277,46,1,19.8,3,1,2,6,Potential Customers
15279,354,2,4.15,1,2,1,4,At Risk
15280,172,1,0.72,1,1,1,3,At Risk
15281,58,12,186.12,2,4,4,10,Champions
15286,49,1,59.400000000000006,3,1,3,7,Loyal Customers
15287,22,3,160.55,3,3,4,10,Champions
15288,43,5,121.35000000000001,3,3,4,10,Champions
15289,29,4,40.56,3,3,3,9,Loyal Customers
15290,4,21,553.95,4,4,4,12,Champions
15291,25,20,1014.05,3,4,4,11,Champions
15292,201,1,3.3,1,1,1,3,At Risk
15296,44,10,55.25000000000001,3,4,3,10,Champions
15297,10,4,49.3,4,3,3,10,Champions
15298,2,14,262.72,4,4,4,12,Champions
15299,67,11,3790.9,2,4,4,10,Champions
15300,64,1,15.0,2,1,1,4,At Risk
15301,50,14,877.8199999999999,3,4,4,11,Champions
15303,290,1,12.75,1,1,1,3,At Risk
15304,60,10,262.65000000000003,2,4,4,10,Champions
15306,64,3,127.2,2,3,4,9,Loyal Customers
15307,95,1,22.5,2,1,2,5,Potential Customers
15308,270,2,12.95,1,2,1,4,At Risk
15311,0,118,3973.29,4,4,4,12,Champions
15312,75,5,53.05,2,3,3,8,Loyal Customers
15313,110,1,52.0,2,1,3,6,Potential Customers
15314,199,1,5.04,1,1,1,3,At Risk
15315,64,3,14.04,2,3,1,6,Potential Customers
15316,326,1,165.0,1,1,4,6,Potential Customers
15318,3,1,9.0,4,1,1,6,Potential Customers
15319,283,1,11.9,1,1,1,3,At Risk
15320,44,1,2.95,3,1,1,5,Potential Customers
15321,49,4,105.45,3,3,3,9,Loyal Customers
15322,64,2,-8.899999999999999,2,2,1,5,Returned/Churned
15325,103,1,1.25,2,1,1,4,At Risk
15326,333,1,13.200000000000001,1,1,1,3,At Risk
15327,52,1,38.25,2,1,2,5,Potential Customers
15329,35,5,23.35,3,3,2,8,Loyal Customers
15330,32,2,163.2,3,2,4,9,Loyal Customers
15332,366,4,168.0,1,3,4,8,Loyal Customers
15333,208,1,22.5,1,1,2,4,At Risk
15334,156,3,21.54,1,3,2,6,Potential Customers
15335,53,1,2.55,2,1,1,4,At Risk
15339,66,3,12.4,2,3,1,6,Potential Customers
15341,80,1,102.0,2,1,3,6,Potential Customers
15342,116,2,1.799999999999999,2,2,1,5,Potential Customers
15343,87,1,25.5,2,1,2,5,Potential Customers
15344,0,5,31.15,4,3,2,9,Loyal Customers
15345,35,2,22.55,3,2,2,7,Loyal Customers
15346,332,1,17.85,1,1,2,4,At Risk
15347,366,1,120.0,1,1,4,6,Potential Customers
15348,72,1,15.0,2,1,1,4,At Risk
15349,158,2,18.4,1,2,2,5,Potential Customers
15350,373,1,25.200000000000003,1,1,2,4,At Risk
15351,12,10,36.169999999999995,4,4,2,10,Champions
15353,254,2,36.9,1,2,2,5,Potential Customers
15355,29,2,35.7,3,2,2,7,Loyal Customers
15356,31,10,37.3,3,4,2,9,Loyal Customers
15358,4,29,345.45,4,4,4,12,Champions
15360,39,1,29.700000000000003,3,1,2,6,Potential Customers
15361,361,1,10.2,1,1,1,3,At Risk
15363,241,2,11.849999999999998,1,2,1,4,At Risk
15364,95,2,104.75999999999999,2,2,3,7,Loyal Customers
15365,25,9,62.380000000000024,3,4,3,10,Champions
15366,75,2,45.0,2,2,3,7,Loyal Customers
15367,57,5,61.7,2,3,3,8,Loyal Customers
15368,21,1,16.5,3,1,2,6,Potential Customers
15369,144,1,-1592.49,1,1,1,3,Returned/Churned
15370,40,8,258.1,3,4,4,11,Champions
15372,137,1,88.80000000000001,2,1,3,6,Potential Customers
15373,8,13,363.2,4,4,4,12,Champions
15374,128,1,91.8,2,1,3,6,Potential Customers
15376,40,3,40.199999999999996,3,3,3,9,Loyal Customers
15379,169,8,116.5,1,4,4,9,Loyal Customers
15380,8,6,626.3000000000001,4,4,4,12,Champions
15381,213,2,349.95000000000005,1,2,4,7,Loyal Customers
15382,14,8,117.26000000000002,4,4,4,12,Champions
15384,169,3,25.200000000000003,1,3,2,6,Potential Customers
15385,40,1,12.48,3,1,1,5,Potential Customers
15386,186,1,23.400000000000002,1,1,2,4,At Risk
15388,270,1,23.4,1,1,2,4,At Risk
15389,172,1,500.0,1,1,4,6,Potential Customers
15392,4,5,75.16,4,3,3,10,Champions
15393,16,2,35.1,4,2,2,8,Loyal Customers
15394,9,4,103.0,4,3,3,10,Champions
15395,325,1,17.0,1,1,2,4,At Risk
15396,112,1,68.0,2,1,3,6,Potential Customers
15397,289,1,14.850000000000001,1,1,1,3,At Risk
15398,16,3,46.300000000000004,4,3,3,10,Champions
15399,1,3,46.5,4,3,3,10,Champions
15400,92,6,282.4,2,4,4,10,Champions
15402,148,2,64.2,1,2,3,6,Potential Customers
15405,189,1,61.199999999999996,1,1,3,5,Potential Customers
15406,18,4,-2.4499999999999993,3,3,1,7,Returned/Churned
15407,33,4,31.53,3,3,2,8,Loyal Customers
15408,264,1,4.95,1,1,1,3,At Risk
15410,84,8,219.97,2,4,4,10,Champions
15411,26,5,34.5,3,3,2,8,Loyal Customers
15412,171,1,102.0,1,1,3,5,Potential Customers
15414,9,3,74.75999999999999,4,3,3,10,Champions
15415,313,1,15.0,1,1,1,3,At Risk
15416,64,5,57.04,2,3,3,8,Loyal Customers
15417,85,1,15.6,2,1,2,5,Potential Customers
15419,24,1,10.08,3,1,1,5,Potential Customers
15421,58,4,77.8,2,3,3,8,Loyal Customers
15422,323,2,34.7,1,2,2,5,Potential Customers
15423,38,1,36.0,3,1,2,6,Potential Customers
15424,254,2,48.72,1,2,3,6,Potential Customers
15426,19,7,21.64,3,4,2,9,Loyal Customers
15427,33,3,39.9,3,3,3,9,Loyal Customers
15428,15,1,17.700000000000003,4,1,2,7,Loyal Customers
15429,26,3,-16.550000000000004,3,3,1,7,Returned/Churned
15432,23,1,12.600000000000001,3,1,1,5,Potential Customers
15433,79,3,11.36,2,3,1,6,Potential Customers
15434,8,6,76.82,4,4,3,11,Champions
15435,22,1,4.95,3,1,1,5,Potential Customers
15436,12,3,16.0,4,3,2,9,Loyal Customers
15437,262,1,3.3,1,1,1,3,At Risk
15438,131,1,11.8,2,1,1,4,At Risk
15440,54,3,12.05,2,3,1,6,Potential Customers
15442,248,1,297.0,1,1,4,6,Potential Customers
15443,1,8,63.449999999999996,4,4,3,11,Champions
15444,9,2,19.17,4,2,2,8,Loyal Customers
15445,264,1,20.4,1,1,2,4,At Risk
15447,330,1,10.2,1,1,1,3,At Risk
15448,312,1,19.9,1,1,2,4,At Risk
15449,26,5,53.900000000000006,3,3,3,9,Loyal Customers
15450,30,1,15.0,3,1,1,5,Potential Customers
15452,29,3,50.35000000000001,3,3,3,9,Loyal Customers
15453,1,7,43.85,4,4,3,11,Champions
15454,362,1,4.95,1,1,1,3,At Risk
15456,283,3,11.95,1,3,1,5,Potential Customers
15457,262,1,1.25,1,1,1,3,At Risk
15458,25,1,18.72,3,1,2,6,Potential Customers
15460,354,1,1.25,1,1,1,3,At Risk
15462,94,3,54.599999999999994,2,3,3,8,Loyal Customers
15463,29,1,6.84,3,1,1,5,Potential Customers
15464,338,1,39.95,1,1,3,5,Potential Customers
15465,19,24,3120.2999999999997,3,4,4,11,Champions
15466,85,1,5.1,2,1,1,4,At Risk
15467,9,4,34.7,4,3,2,9,Loyal Customers
15468,35,5,20.549999999999997,3,3,2,8,Loyal Customers
15469,43,4,27.200000000000006,3,3,2,8,Loyal Customers
15471,2,1,3.75,4,1,1,6,Potential Customers
15472,113,1,2.08,2,1,1,4,At Risk
15473,14,10,775.2,4,4,4,12,Champions
15475,77,1,17.85,2,1,2,5,Potential Customers
15478,40,2,62.400000000000006,3,2,3,8,Loyal Customers
15480,116,1,34.0,2,1,2,5,Potential Customers
15482,15,16,1181.3799999999999,4,4,4,12,Champions
15483,161,4,10.64,1,3,1,5,Potential Customers
15484,1,5,146.16,4,3,4,11,Champions
15485,30,3,25.62,3,3,2,8,Loyal Customers
15488,92,1,15.0,2,1,1,4,At Risk
15489,22,4,78.15,3,3,3,9,Loyal Customers
15491,95,7,171.96,2,4,4,10,Champions
15492,28,2,20.04,3,2,2,7,Loyal Customers
15493,32,7,-6.92,3,4,1,8,Returned/Churned
15494,21,2,4.2299999999999995,3,2,1,6,Potential Customers
15497,17,3,117.5,3,3,4,10,Champions
15498,0,35,219.44,4,4,4,12,Champions
15500,8,4,48.69,4,3,3,10,Champions
15502,15,23,428.4,4,4,4,12,Champions
15503,362,1,0.42,1,1,1,3,At Risk
15504,81,1,7.5,2,1,1,4,At Risk
15505,52,7,21.319999999999997,2,4,2,8,Loyal Customers
15506,22,3,10.9,3,3,1,7,Loyal Customers
15507,171,1,7.95,1,1,1,3,At Risk
15508,189,6,52.010000000000005,1,4,3,8,Loyal Customers
15510,330,1,250.0,1,1,4,6,Potential Customers
15511,11,5,25.37,4,3,2,9,Loyal Customers
15512,155,2,43.199999999999996,1,2,3,6,Potential Customers
15513,31,22,870.87,3,4,4,11,Champions
15514,12,13,291.45,4,4,4,12,Champions
15516,44,3,16.28,3,3,2,8,Loyal Customers
15517,233,1,7.56,1,1,1,3,At Risk
15518,64,13,52.7,2,4,3,9,Loyal Customers
15520,1,1,10.2,4,1,1,6,Potential Customers
15521,36,13,-25.39999999999999,3,4,1,8,Returned/Churned
15522,32,2,2.64,3,2,1,6,Potential Customers
15523,84,1,232.50000000000003,2,1,4,7,Loyal Customers
15524,24,1,440.0,3,1,4,8,Loyal Customers
15525,2,4,13.99,4,3,1,8,Loyal Customers
15526,33,2,139.29999999999998,3,2,4,9,Loyal Customers
15527,18,10,47.77000000000001,3,4,3,10,Champions
15528,254,1,3.75,1,1,1,3,At Risk
15529,22,12,129.79,3,4,4,11,Champions
15530,21,4,36.94,3,3,2,8,Loyal Customers
15531,8,2,27.35,4,2,2,8,Loyal Customers
15532,25,6,-4.299999999999997,3,4,1,8,Returned/Churned
15533,19,5,45.85,3,3,3,9,Loyal Customers
15535,173,7,-33.199999999999996,1,4,1,6,Returned/Churned
15537,163,1,1.25,1,1,1,3,At Risk
15539,7,1,6.25,4,1,1,6,Potential Customers
15540,11,1,19.5,4,1,2,7,Loyal Customers
15541,114,1,2.08,2,1,1,4,At Risk
15543,288,1,2.55,1,1,1,3,At Risk
15544,8,11,108.07000000000001,4,4,3,11,Champions
15545,54,2,9.2,2,2,1,5,Potential Customers
15547,7,14,134.12,4,4,4,12,Champions
15549,77,4,1.6000000000000014,2,3,1,6,Potential Customers
15550,4,4,29.06,4,3,2,9,Loyal Customers
15551,36,1,19.9,3,1,2,6,Potential Customers
15552,217,1,5.9,1,1,1,3,At Risk
15553,60,1,2.5,2,1,1,4,At Risk
15554,277,1,15.9,1,1,2,4,At Risk
15555,12,20,164.34,4,4,4,12,Champions
15556,24,1,11.6,3,1,1,5,Potential Customers
15557,28,1,35.7,3,1,2,6,Potential Customers
15561,11,5,202.35,4,3,4,11,Champions
15562,351,1,134.55,1,1,4,6,Potential Customers
15563,8,7,46.9,4,4,3,11,Champions
15565,50,2,33.0,3,2,2,7,Loyal Customers
15567,18,1,99.84,3,1,3,7,Loyal Customers
15568,2,3,25.909999999999997,4,3,2,9,Loyal Customers
15569,103,5,827.76,2,3,4,9,Loyal Customers
15570,7,13,152.84,4,4,4,12,Champions
15571,11,4,49.21000000000001,4,3,3,10,Champions
15572,4,7,83.69,4,4,3,11,Champions
15573,31,2,8.16,3,2,1,6,Potential Customers
15574,177,4,29.95,1,3,2,6,Potential Customers
15576,37,1,90.0,3,1,3,7,Loyal Customers
15577,151,3,28.65,1,3,2,6,Potential Customers
15578,162,1,7.95,1,1,1,3,At Risk
15579,68,2,7.49,2,2,1,5,Potential Customers
15581,120,14,2494.5,2,4,4,10,Champions
15582,24,3,47.550000000000004,3,3,3,9,Loyal Customers
15584,23,5,27.43,3,3,2,8,Loyal Customers
15585,176,1,15.9,1,1,2,4,At Risk
15587,50,4,364.32000000000005,3,3,4,10,Champions
15589,252,4,40.75,1,3,3,7,Loyal Customers
15590,289,1,-30.19,1,1,1,3,Returned/Churned
15592,46,1,12.48,3,1,1,5,Potential Customers
15593,70,1,15.0,2,1,1,4,At Risk
15594,15,6,79.92,4,4,3,11,Champions
15596,100,9,44.25,2,4,3,9,Loyal Customers
15597,29,2,9.0,3,2,1,6,Potential Customers
15598,35,3,10.0,3,3,1,7,Loyal Customers
15599,26,2,46.839999999999996,3,2,3,8,Loyal Customers
15601,11,17,332.24,4,4,4,12,Champions
15602,8,15,140.7,4,4,4,12,Champions
15603,78,1,34.56,2,1,2,5,Potential Customers
15604,52,1,14.850000000000001,2,1,1,4,At Risk
15605,36,5,75.80000000000001,3,3,3,9,Loyal Customers
15606,57,11,352.22,2,4,4,10,Champions
15607,336,1,4.5600000000000005,1,1,1,3,At Risk
15608,28,4,155.78,3,3,4,10,Champions
15609,182,2,2.8500000000000014,1,2,1,4,At Risk
15610,51,1,15.0,2,1,1,4,At Risk
15611,9,15,707.76,4,4,4,12,Champions
15612,36,2,32.0,3,2,2,7,Loyal Customers
15615,10,27,494.04,4,4,4,12,Champions
15618,32,5,69.69,3,3,3,9,Loyal Customers
15619,10,1,145.0,4,1,4,9,Loyal Customers
15620,50,6,28.95,3,4,2,9,Loyal Customers
15621,4,6,201.31,4,4,4,12,Champions
15622,3,16,104.25999999999999,4,4,3,11,Champions
15623,141,1,17.700000000000003,2,1,2,5,Potential Customers
15624,116,4,73.05000000000001,2,3,3,8,Loyal Customers
15625,100,8,40.5,2,4,3,9,Loyal Customers
15626,74,2,25.32,2,2,2,6,Potential Customers
15628,4,10,146.3,4,4,4,12,Champions
15630,45,3,53.45,3,3,3,9,Loyal Customers
15632,15,10,171.95999999999998,4,4,4,12,Champions
15634,17,1,17.700000000000003,3,1,2,6,Potential Customers
15636,89,2,50.400000000000006,2,2,3,7,Loyal Customers
15637,52,1,14.850000000000001,2,1,1,4,At Risk
15638,301,1,-60.0,1,1,1,3,Returned/Churned
15639,134,1,39.8,2,1,3,6,Potential Customers
15640,4,17,563.44,4,4,4,12,Champions
15641,105,4,49.71,2,3,3,8,Loyal Customers
15643,179,6,97.80000000000001,1,4,3,8,Loyal Customers
15644,166,4,12.600000000000001,1,3,1,5,Potential Customers
15645,18,1,0.42,3,1,1,5,Potential Customers
15646,157,4,32.800000000000004,1,3,2,6,Potential Customers
15648,204,4,28.8,1,3,2,6,Potential Customers
15649,336,2,816.0,1,2,4,7,Loyal Customers
15651,36,3,78.03999999999999,3,3,3,9,Loyal Customers
15652,91,1,30.0,2,1,2,5,Potential Customers
15653,92,2,432.11999999999995,2,2,4,8,Loyal Customers
15654,9,2,40.26,4,2,3,9,Loyal Customers
15655,233,2,5.950000000000001,1,2,1,4,At Risk
15656,45,4,68.61,3,3,3,9,Loyal Customers
15657,22,1,30.0,3,1,2,6,Potential Customers
15658,190,8,32.25,1,4,2,7,Loyal Customers
15659,43,1,15.0,3,1,1,5,Potential Customers
15660,25,12,145.34,3,4,4,11,Champions
15661,317,2,122.6,1,2,4,7,Loyal Customers
15663,106,1,14.040000000000001,2,1,1,4,At Risk
15664,50,2,-0.29999999999999893,3,2,1,6,Returned/Churned
15665,168,2,43.800000000000004,1,2,3,6,Potential Customers
15667,39,1,9.36,3,1,1,5,Potential Customers
15668,217,1,76.32000000000001,1,1,3,5,Potential Customers
15669,40,5,144.17000000000002,3,3,4,10,Champions
15670,296,1,17.700000000000003,1,1,2,4,At Risk
15671,18,10,465.8,3,4,4,11,Champions
15673,88,4,66.0,2,3,3,8,Loyal Customers
15674,73,8,37.50999999999998,2,4,2,8,Loyal Customers
15675,81,3,49.2,2,3,3,8,Loyal Customers
15676,9,5,19.91,4,3,2,9,Loyal Customers
15677,49,1,15.0,3,1,1,5,Potential Customers
15678,52,1,22.5,2,1,2,5,Potential Customers
15679,24,4,41.760000000000005,3,3,3,9,Loyal Customers
15680,9,3,47.3,4,3,3,10,Champions
15681,18,6,93.06,3,4,3,10,Champions
15683,117,1,20.8,2,1,2,5,Potential Customers
15687,8,11,165.3,4,4,4,12,Champions
15689,119,2,45.0,2,2,3,7,Loyal Customers
15690,4,2,51.48,4,2,3,9,Loyal Customers
15691,252,1,45.0,1,1,3,5,Potential Customers
15692,28,1,6.959999999999999,3,1,1,5,Potential Customers
15694,0,15,1619.44,4,4,4,12,Champions
15695,266,2,55.95,1,2,3,6,Potential Customers
15696,33,12,69.65,3,4,3,10,Champions
15699,17,1,12.5,3,1,1,5,Potential Customers
15700,172,3,-3.9999999999999987,1,3,1,5,Returned/Churned
15701,2,4,41.9,4,3,3,10,Champions
15703,264,1,23.4,1,1,2,4,At Risk
15704,140,4,91.8,2,3,3,8,Loyal Customers
15705,201,1,60.0,1,1,3,5,Potential Customers
15706,59,7,111.55000000000001,2,4,4,10,Champions
15707,35,4,21.75,3,3,2,8,Loyal Customers
15708,40,11,86.12,3,4,3,10,Champions
15709,283,1,38.160000000000004,1,1,2,4,At Risk
15712,9,5,258.66,4,3,4,11,Champions
15713,143,3,22.45,2,3,2,7,Loyal Customers
15714,11,2,30.240000000000002,4,2,2,8,Loyal Customers
15716,145,4,33.620000000000005,1,3,2,6,Potential Customers
15717,234,1,35.400000000000006,1,1,2,4,At Risk
15719,32,14,113.71000000000001,3,4,4,11,Champions
15720,24,1,3.75,3,1,1,5,Potential Customers
15721,11,1,0.85,4,1,1,6,Potential Customers
15722,35,6,138.95,3,4,4,11,Champions
15723,364,1,1.25,1,1,1,3,At Risk
15724,201,3,38.75,1,3,2,6,Potential Customers
15725,15,1,33.0,4,1,2,7,Loyal Customers
15727,16,7,125.5,4,4,4,12,Champions
15728,49,1,-9.3,3,1,1,5,Returned/Churned
15729,198,2,-8.0,1,2,1,4,Returned/Churned
15730,65,4,36.0,2,3,2,7,Loyal Customers
15732,212,2,32.1,1,2,2,5,Potential Customers
15733,282,1,19.799999999999997,1,1,2,4,At Risk
15734,114,2,61.5,2,2,3,7,Loyal Customers
15737,14,12,130.0,4,4,4,12,Champions
15738,18,19,301.07,3,4,4,11,Champions
15739,66,1,23.8,2,1,2,5,Potential Customers
15740,49,1,9.36,3,1,1,5,Potential Customers
15743,16,4,37.35,4,3,2,9,Loyal Customers
15744,77,1,13.919999999999998,2,1,1,4,At Risk
15745,8,6,100.65,4,4,3,11,Champions
15746,134,2,4.830000000000002,2,2,1,5,Potential Customers
15747,12,3,23.6,4,3,2,9,Loyal Customers
15748,40,1,5.8,3,1,1,5,Potential Customers
15749,235,4,8346.0,1,3,4,8,Loyal Customers
15750,2,9,90.31,4,4,3,11,Champions
15752,39,8,72.64000000000001,3,4,3,10,Champions
15753,304,1,79.2,1,1,3,5,Potential Customers
15754,50,4,46.839999999999996,3,3,3,9,Loyal Customers
15755,1,8,101.63,4,4,3,11,Champions
15756,61,4,10.01,2,3,1,6,Potential Customers
15757,65,2,50.7,2,2,3,7,Loyal Customers
15758,24,1,29.700000000000003,3,1,2,6,Potential Customers
15759,218,3,123.2,1,3,4,8,Loyal Customers
15762,65,2,39.84,2,2,3,7,Loyal Customers
15763,31,3,17.1,3,3,2,8,Loyal Customers
15764,81,10,66.7,2,4,3,9,Loyal Customers
15766,64,1,25.5,2,1,2,5,Potential Customers
15768,115,4,6.349999999999998,2,3,1,6,Potential Customers
15769,7,29,10185.24,4,4,4,12,Champions
15773,5,1,7.08,4,1,1,6,Potential Customers
15774,68,1,13.9,2,1,1,4,At Risk
15775,245,1,15.0,1,1,1,3,At Risk
15776,133,1,7.4399999999999995,2,1,1,4,At Risk
15777,241,5,423.15,1,3,4,8,Loyal Customers
15780,183,3,62.85,1,3,3,7,Loyal Customers
15781,25,4,51.25000000000001,3,3,3,9,Loyal Customers
15782,9,4,270.6,4,3,4,11,Champions
15783,10,1,15.7,4,1,2,7,Loyal Customers
15785,29,8,60.339999999999996,3,4,3,10,Champions
15786,43,5,35.849999999999994,3,3,2,8,Loyal Customers
15787,26,3,28.05,3,3,2,8,Loyal Customers
15789,358,1,15.6,1,1,2,4,At Risk
15790,10,1,5.9,4,1,1,6,Potential Customers
15791,43,3,41.55,3,3,3,9,Loyal Customers
15793,9,4,356.07000000000005,4,3,4,11,Champions
15795,149,1,6.959999999999999,1,1,1,3,At Risk
15796,1,10,126.75,4,4,4,12,Champions
15797,113,4,957.0,2,3,4,9,Loyal Customers
15799,75,3,21.9,2,3,2,7,Loyal Customers
15800,107,2,15.18,2,2,2,6,Potential Customers
15801,46,4,45.75,3,3,3,9,Loyal Customers
15802,142,3,-451.42,2,3,1,6,Returned/Churned
15803,51,1,17.0,2,1,2,5,Potential Customers
15804,0,19,-128.7,4,4,1,9,Returned/Churned
15805,23,20,303.41,3,4,4,11,Champions
15806,46,3,36.93,3,3,2,8,Loyal Customers
15807,50,3,77.4,3,3,3,9,Loyal Customers
15808,306,5,185.1,1,3,4,8,Loyal Customers
15809,35,6,65.8,3,4,3,10,Champions
15810,78,7,40.42,2,4,3,9,Loyal Customers
15811,17,9,99.37,3,4,3,10,Champions
15812,107,5,590.25,2,3,4,9,Loyal Customers
15813,207,2,40.35,1,2,3,6,Potential Customers
15814,3,6,-9.939999999999998,4,4,1,9,Returned/Churned
15815,63,5,376.1,2,3,4,9,Loyal Customers
15819,49,4,66.44,3,3,3,9,Loyal Customers
15820,319,1,1.25,1,1,1,3,At Risk
15821,44,2,4.8,3,2,1,6,Potential Customers
15822,3,2,35.85,4,2,2,8,Loyal Customers
15823,337,2,-15.0,1,2,1,4,Returned/Churned
15825,172,1,25.5,1,1,2,4,At Risk
15826,51,4,73.95,2,3,3,8,Loyal Customers
15827,73,20,166.65,2,4,4,10,Champions
15829,99,2,9.6,2,2,1,5,Potential Customers
15830,29,2,0.8599999999999994,3,2,1,6,Potential Customers
15831,58,4,-10.74,2,3,1,6,Returned/Churned
15832,254,1,12.5,1,1,1,3,At Risk
15834,70,6,9.95,2,4,1,7,Loyal Customers
15835,44,4,111.3,3,3,4,10,Champions
15836,45,2,0.0,3,2,1,6,Returned/Churned
15837,64,1,16.6,2,1,2,5,Potential Customers
15838,11,21,3199.34,4,4,4,12,Champions
15839,25,5,26.310000000000002,3,3,2,8,Loyal Customers
15840,58,3,3.8999999999999986,2,3,1,6,Potential Customers
15841,64,6,225.22,2,4,4,10,Champions
15843,303,1,14.850000000000001,1,1,1,3,At Risk
15844,46,1,20.28,3,1,2,6,Potential Customers
15845,17,10,164.7,3,4,4,11,Champions
15847,38,2,26.200000000000003,3,2,2,7,Loyal Customers
15850,19,2,5.21,3,2,1,6,Potential Customers
15852,186,2,70.25,1,2,3,6,Potential Customers
15853,51,1,2.08,2,1,1,4,At Risk
15854,4,12,862.5500000000001,4,4,4,12,Champions
15855,136,5,40.15,2,3,3,8,Loyal Customers
15856,4,31,893.16,4,4,4,12,Champions
15857,18,1,15.0,3,1,1,5,Potential Customers
15858,15,5,36.07,4,3,2,9,Loyal Customers
15860,40,8,57.480000000000004,3,4,3,10,Champions
15861,12,9,62.26999999999999,4,4,3,11,Champions
15862,8,4,36.800000000000004,4,3,2,9,Loyal Customers
15863,25,2,5.0,3,2,1,6,Potential Customers
15864,22,8,706.37,3,4,4,11,Champions
15865,40,3,139.8,3,3,4,10,Champions
15866,101,1,16.95,2,1,2,5,Potential Customers
15867,5,16,149.94,4,4,4,12,Champions
15869,277,2,18.0,1,2,2,5,Potential Customers
15870,32,1,3.75,3,1,1,5,Potential Customers
15872,14,2,10.35,4,2,1,7,Loyal Customers
15874,63,9,495.5,2,4,4,10,Champions
15877,1,3,-3.8499999999999996,4,3,1,8,Returned/Churned
15880,369,2,-13.05,1,2,1,4,Returned/Churned
15881,312,8,-4.599999999999996,1,4,1,6,Returned/Churned
15882,198,5,96.2,1,3,3,7,Loyal Customers
15883,2,2,21.330000000000002,4,2,2,8,Loyal Customers
15885,92,3,49.8,2,3,3,8,Loyal Customers
15886,60,1,5.1,2,1,1,4,At Risk
15888,79,2,8.98,2,2,1,5,Potential Customers
15889,156,2,22.25,1,2,2,5,Potential Customers
15891,226,1,2.55,1,1,1,3,At Risk
15894,253,2,25.26,1,2,2,5,Potential Customers
15895,149,1,137.16,1,1,4,6,Potential Customers
15897,194,2,12.7,1,2,1,4,At Risk
15898,1,6,344.75,4,4,4,12,Champions
15899,368,1,12.75,1,1,1,3,At Risk
15900,23,1,9.36,3,1,1,5,Potential Customers
15901,16,3,19.7,4,3,2,9,Loyal Customers
15903,9,8,526.74,4,4,4,12,Champions
15904,8,1,4.68,4,1,1,6,Potential Customers
15906,19,8,12.799999999999994,3,4,1,8,Loyal Customers
15907,3,3,13.65,4,3,1,8,Loyal Customers
15909,173,1,19.799999999999997,1,1,2,4,At Risk
15910,0,8,55.410000000000004,4,4,3,11,Champions
15912,178,2,30.42,1,2,2,5,Potential Customers
15916,16,10,115.67999999999999,4,4,4,12,Champions
15917,247,1,10.2,1,1,1,3,At Risk
15918,190,2,40.5,1,2,3,6,Potential Customers
15919,19,2,4.27,3,2,1,6,Potential Customers
15920,154,4,9.25,1,3,1,5,Potential Customers
15921,172,1,10.2,1,1,1,3,At Risk
15922,372,2,69.7,1,2,3,6,Potential Customers
15923,372,1,4.75,1,1,1,3,At Risk
15925,194,1,38.25,1,1,2,4,At Risk
15930,67,1,16.5,2,1,2,5,Potential Customers
15932,4,11,105.77,4,4,3,11,Champions
15933,21,3,42.510000000000005,3,3,3,9,Loyal Customers
15935,239,2,324.62,1,2,4,7,Loyal Customers
15937,64,1,14.850000000000001,2,1,1,4,At Risk
15938,112,5,182.8,2,3,4,9,Loyal Customers
15939,89,16,933.77,2,4,4,10,Champions
15940,311,2,31.799999999999997,1,2,2,5,Potential Customers
15942,133,1,10.08,2,1,1,4,At Risk
15944,276,1,17.700000000000003,1,1,2,4,At Risk
15945,365,1,167.4,1,1,4,6,Potential Customers
15947,82,1,179.0,2,1,4,7,Loyal Customers
15948,8,2,35.1,4,2,2,8,Loyal Customers
15949,16,2,30.119999999999997,4,2,2,8,Loyal Customers
15950,1,5,67.4,4,3,3,10,Champions
15951,1,3,12.05,4,3,1,8,Loyal Customers
15952,33,4,42.85,3,3,3,9,Loyal Customers
15953,15,10,245.7,4,4,4,12,Champions
15955,24,16,306.51,3,4,4,11,Champions
15957,31,1,4.16,3,1,1,5,Potential Customers
15958,74,1,3.95,2,1,1,4,At Risk
15963,19,2,29.22,3,2,2,7,Loyal Customers
15965,17,4,33.910000000000004,3,3,2,8,Loyal Customers
15967,23,2,15.15,3,2,2,7,Loyal Customers
15969,2,4,1.2000000000000028,4,3,1,8,Loyal Customers
15970,303,1,16.5,1,1,2,4,At Risk
15971,17,12,2427.45,3,4,4,11,Champions
15973,235,3,-190.64999999999998,1,3,1,5,Returned/Churned
15974,39,8,107.97999999999999,3,4,3,10,Champions
15975,84,1,17.700000000000003,2,1,2,5,Potential Customers
15976,165,2,18.15,1,2,2,5,Potential Customers
15977,17,2,23.1,3,2,2,7,Loyal Customers
15978,77,1,20.8,2,1,2,5,Potential Customers
15980,88,3,120.63999999999999,2,3,4,9,Loyal Customers
15981,24,8,377.79999999999995,3,4,4,11,Champions
15983,22,4,27.29,3,3,2,8,Loyal Customers
15984,2,11,186.99,4,4,4,12,Champions
15985,123,3,-68.1,2,3,1,6,Returned/Churned
15986,30,1,13.52,3,1,1,5,Potential Customers
15987,12,7,512.8000000000001,4,4,4,12,Champions
15988,19,1,19.95,3,1,2,6,Potential Customers
15990,44,2,67.5,3,2,3,8,Loyal Customers
15992,3,1,14.95,4,1,1,6,Potential Customers
15993,8,10,60.8,4,4,3,11,Champions
15994,54,1,15.0,2,1,1,4,At Risk
15996,88,7,39.19,2,4,2,8,Loyal Customers
