InvoiceNo,Quantity,InvoiceDate,UnitPrice,CustomerID,TotalPrice
557954,3,2011-06-23 18:44:00,7.95,15023,23.85
557955,12,2011-06-23 18:59:00,0.83,16175,9.959999999999999
557956,2,2011-06-23 19:20:00,1.45,18283,2.9
557957,8,2011-06-23 19:20:00,2.08,13969,16.64
557958,3,2011-06-23 19:27:00,2.1,16161,6.300000000000001
557959,24,2011-06-23 19:29:00,0.55,17351,13.200000000000001
557960,2,2011-06-23 19:46:00,6.25,15453,12.5
557961,12,2011-06-24 08:40:00,1.65,18257,19.799999999999997
557962,96,2011-06-24 09:22:00,1.06,13709,101.76
557963,2,2011-06-24 09:24:00,7.95,13709,15.9
557964,20,2011-06-24 09:27:00,6.75,15498,135.0
C557965,-1,2011-06-24 09:32:00,3.25,13115,-3.25
557966,32,2011-06-24 09:38:00,7.5,15187,240.0
557967,10,2011-06-24 09:40:00,1.95,17704,19.5
557968,24,2011-06-24 09:43:00,1.25,17061,30.0
557969,100,2011-06-24 10:03:00,0.72,13856,72.0
557970,2,2011-06-24 10:11:00,7.95,16915,15.9
C557971,-1,2011-06-24 10:15:00,9.95,18118,-9.95
557972,10,2011-06-24 10:16:00,6.75,12500,67.5
557973,16,2011-06-24 10:26:00,1.69,12955,27.04
557974,6,2011-06-24 10:31:00,2.95,14541,17.700000000000003
557975,12,2011-06-24 10:33:00,1.45,15981,17.4
557976,100,2011-06-24 10:33:00,0.72,18118,72.0
557995,2,2011-06-24 10:44:00,1.65,17979,3.3
558006,3,2011-06-24 10:47:00,39.95,16626,119.85000000000001
558027,16,2011-06-24 11:08:00,3.39,14032,54.24
558028,8,2011-06-24 11:39:00,3.75,15128,30.0
C558029,-2,2011-06-24 11:47:00,1.65,12826,-3.3
558030,2,2011-06-24 12:00:00,9.95,16419,19.9
558031,2,2011-06-24 12:14:00,7.95,14180,15.9
558035,4,2011-06-24 12:30:00,3.95,15258,15.8
558038,4,2011-06-24 12:43:00,8.5,18219,34.0
558039,12,2011-06-24 12:44:00,1.45,18219,17.4
558040,2,2011-06-24 12:51:00,12.75,14309,25.5
558041,6,2011-06-24 13:20:00,2.95,12422,17.700000000000003
558042,6,2011-06-24 13:26:00,2.95,13870,17.700000000000003
558043,10,2011-06-24 13:28:00,1.65,13425,16.5
558044,6,2011-06-24 13:29:00,4.15,13870,24.900000000000002
558045,12,2011-06-24 13:35:00,1.25,12615,15.0
558049,5,2011-06-24 14:16:00,0.21,15850,1.05
558053,12,2011-06-24 14:33:00,1.65,15027,19.799999999999997
558054,100,2011-06-24 14:36:00,0.36,12971,36.0
558056,8,2011-06-24 14:54:00,3.95,15186,31.6
558057,20,2011-06-24 14:57:00,0.42,15665,8.4
558058,6,2011-06-24 15:00:00,2.08,14766,12.48
C558059,-1,2011-06-24 15:03:00,4.95,14194,-4.95
C558060,-1,2011-06-24 15:05:00,1.06,17809,-1.06
C558061,-1,2011-06-24 15:15:00,4.95,12809,-4.95
558062,40,2011-06-24 15:17:00,2.55,13784,102.0
558063,3,2011-06-24 15:28:00,4.15,16395,12.450000000000001
558065,20,2011-06-24 15:33:00,1.25,16419,25.0
558067,6,2011-06-24 15:51:00,4.15,14156,24.900000000000002
558069,12,2011-06-24 15:51:00,1.45,14156,17.4
558070,24,2011-06-24 15:59:00,0.85,12843,20.4
558073,6,2011-06-24 16:21:00,1.65,13004,9.899999999999999
558074,100,2011-06-24 16:38:00,1.79,13791,179.0
558075,1,2011-06-24 17:07:00,7.95,17858,7.95
558076,10,2011-06-24 17:35:00,2.08,14031,20.8
558077,48,2011-06-26 10:59:00,0.42,13408,20.16
558078,12,2011-06-26 11:00:00,2.95,13408,35.400000000000006
558079,12,2011-06-26 11:01:00,3.75,17402,45.0
C558080,-1,2011-06-26 11:35:00,16.95,15104,-16.95
C558081,-3,2011-06-26 11:42:00,14.95,18172,-44.849999999999994
C558082,-2,2011-06-26 11:43:00,0.85,16239,-1.7
558083,24,2011-06-26 11:47:00,0.42,17284,10.08
558084,2,2011-06-26 11:47:00,5.75,14837,11.5
558085,2,2011-06-26 11:53:00,7.95,13021,15.9
558086,1,2011-06-26 11:58:00,2.1,16728,2.1
558087,12,2011-06-26 12:04:00,0.29,17323,3.4799999999999995
C558088,-10,2011-06-26 12:08:00,9.95,14475,-99.5
558089,18,2011-06-26 12:36:00,2.95,13505,53.1
558090,2,2011-06-26 12:51:00,39.95,14808,79.9
C558091,-1,2011-06-26 12:52:00,65.0,14808,-65.0
558092,1,2011-06-26 12:54:00,4.25,14808,4.25
558093,1,2011-06-26 13:00:00,8.25,17969,8.25
558094,4,2011-06-26 13:04:00,7.95,14795,31.8
C558095,-144,2011-06-26 13:13:00,1.04,15046,-149.76
558096,3,2011-06-26 13:24:00,3.95,15532,11.850000000000001
C558097,-2,2011-06-26 13:29:00,9.95,15532,-19.9
558098,24,2011-06-26 13:31:00,0.29,18044,6.959999999999999
558099,1,2011-06-26 13:45:00,6.95,17593,6.95
558100,25,2011-06-26 13:46:00,0.42,17768,10.5
558101,2,2011-06-26 13:56:00,12.5,18112,25.0
558102,3,2011-06-26 14:06:00,1.25,17372,3.75
558103,6,2011-06-26 14:08:00,2.95,13767,17.700000000000003
558104,4,2011-06-26 14:28:00,2.55,13668,10.2
558105,1,2011-06-26 14:54:00,3.75,15644,3.75
C558106,-1,2011-06-26 14:59:00,1.25,13668,-1.25
558107,2,2011-06-26 15:09:00,6.25,17811,12.5
558108,12,2011-06-26 15:35:00,1.45,12548,17.4
558109,15,2011-06-26 15:36:00,2.95,12474,44.25
C558110,-6,2011-06-26 15:47:00,2.1,17731,-12.600000000000001
558111,1,2011-06-26 16:06:00,9.95,17114,9.95
C558112,-1,2011-06-26 16:08:00,8.95,17114,-8.95
558113,4,2011-06-27 08:48:00,4.95,14911,19.8
558114,6,2011-06-27 08:49:00,4.95,14911,29.700000000000003
558115,25,2011-06-27 08:50:00,0.42,16003,10.5
558121,2,2011-06-27 09:34:00,9.95,13453,19.9
558122,12,2011-06-27 09:35:00,2.08,16570,24.96
558123,2,2011-06-27 10:16:00,7.5,15834,15.0
558124,12,2011-06-27 10:17:00,2.08,12493,24.96
558125,96,2011-06-27 10:20:00,0.64,16422,61.44
558126,4,2011-06-27 10:29:00,6.89,15482,27.56
558127,120,2011-06-27 10:42:00,3.39,13777,406.8
C558128,-6,2011-06-27 11:14:00,1.45,13742,-8.7
C558129,-2,2011-06-27 11:18:00,7.95,12919,-15.9
558159,2,2011-06-27 11:50:00,2.95,16904,5.9
558181,10,2011-06-27 12:01:00,3.75,17980,37.5
558182,36,2011-06-27 12:11:00,2.49,17386,89.64000000000001
558183,4,2011-06-27 12:13:00,1.25,15996,5.0
558191,2,2011-06-27 12:16:00,4.95,16869,9.9
C558189,-2,2011-06-27 12:16:00,7.95,15996,-15.9
558192,100,2011-06-27 12:23:00,1.74,16029,174.0
558193,48,2011-06-27 12:25:00,1.53,16029,73.44
558194,1,2011-06-27 12:28:00,1.25,14583,1.25
558195,12,2011-06-27 12:32:00,2.95,17735,35.400000000000006
558196,2,2011-06-27 12:38:00,7.95,16033,15.9
558197,40,2011-06-27 12:45:00,1.06,14298,42.400000000000006
558198,2,2011-06-27 12:49:00,2.08,14104,4.16
558199,10,2011-06-27 12:58:00,1.65,17110,16.5
558200,12,2011-06-27 13:00:00,0.85,15976,10.2
558201,100,2011-06-27 13:12:00,1.79,15838,179.0
C558202,-1,2011-06-27 13:24:00,1.25,17841,-1.25
558203,72,2011-06-27 13:51:00,2.49,17386,179.28000000000003
558204,2,2011-06-27 13:58:00,9.95,18193,19.9
558232,24,2011-06-27 14:30:00,0.12,17841,2.88
558233,216,2011-06-27 14:36:00,1.06,18073,228.96
558234,12,2011-06-27 14:37:00,1.65,18073,19.799999999999997
558235,2,2011-06-27 14:41:00,7.95,16242,15.9
558237,25,2011-06-27 15:04:00,0.42,12867,10.5
C558239,-1,2011-06-27 15:24:00,3.25,16966,-3.25
558241,48,2011-06-27 15:28:00,0.29,15932,13.919999999999998
558247,3,2011-06-27 16:46:00,4.25,14167,12.75
558248,100,2011-06-27 16:48:00,1.79,13798,179.0
C558249,-4,2011-06-27 16:59:00,3.75,17562,-15.0
C558252,-2,2011-06-27 17:02:00,4.25,18155,-8.5
C558253,-1,2011-06-27 17:04:00,0.85,13611,-0.85
C558254,-1,2011-06-27 17:05:00,10.95,16670,-10.95
C558255,-1,2011-06-27 17:06:00,2.95,12955,-2.95
C558256,-2,2011-06-27 17:08:00,2.1,13552,-4.2
C558257,-3,2011-06-27 17:27:00,1.65,18198,-4.949999999999999
C558258,-2,2011-06-27 17:28:00,10.95,13014,-21.9
558259,4,2011-06-28 08:19:00,4.15,15304,16.6
558260,10,2011-06-28 08:38:00,2.08,16945,20.8
558261,24,2011-06-28 08:39:00,0.42,16945,10.08
558262,200,2011-06-28 08:45:00,1.79,14646,358.0
558263,32,2011-06-28 08:50:00,4.15,14646,132.8
558264,12,2011-06-28 09:10:00,1.65,16473,19.799999999999997
558265,3,2011-06-28 10:06:00,9.95,12747,29.849999999999998
558271,12,2011-06-28 10:17:00,2.95,13895,35.400000000000006
558276,96,2011-06-28 10:18:00,0.65,16422,62.400000000000006
558293,10,2011-06-28 10:31:00,0.85,13656,8.5
558294,12,2011-06-28 10:37:00,2.1,16545,25.200000000000003
558295,8,2011-06-28 10:38:00,1.95,14481,15.6
558310,320,2011-06-28 11:20:00,2.55,16671,816.0
558311,72,2011-06-28 11:22:00,4.25,14646,306.0
C558312,-1,2011-06-28 11:30:00,2.95,12955,-2.95
C558313,-3,2011-06-28 11:31:00,4.95,13870,-14.850000000000001
558314,12,2011-06-28 11:38:00,3.75,16672,45.0
558315,12,2011-06-28 11:44:00,1.25,15065,15.0
558317,36,2011-06-28 11:46:00,4.25,14688,153.0
558325,12,2011-06-28 11:56:00,4.25,14351,51.0
C558326,-1,2011-06-28 11:59:00,4.95,13300,-4.95
C558327,-24,2011-06-28 12:04:00,1.45,17900,-34.8
558328,4,2011-06-28 12:09:00,4.95,15146,19.8
C558329,-12,2011-06-28 12:09:00,1.45,17900,-17.4
558330,1,2011-06-28 12:16:00,14.95,12748,14.95
558331,192,2011-06-28 12:21:00,1.06,17391,203.52
558332,4,2011-06-28 13:09:00,4.95,18241,19.8
558333,400,2011-06-28 13:10:00,1.25,13953,500.0
558334,12,2011-06-28 13:11:00,3.75,12599,45.0
558335,4,2011-06-28 13:16:00,3.75,17442,15.0
558336,8,2011-06-28 13:17:00,3.95,14364,31.6
558338,6,2011-06-28 13:36:00,3.75,16824,22.5
558339,24,2011-06-28 13:55:00,1.25,16928,30.0
558341,8,2011-06-28 14:20:00,3.95,14741,31.6
558348,12,2011-06-28 14:50:00,1.45,17188,17.4
558350,2,2011-06-28 14:51:00,5.75,17188,11.5
558351,4,2011-06-28 14:52:00,12.75,13767,51.0
558352,430,2011-06-28 14:54:00,0.25,17940,107.5
558353,432,2011-06-28 14:55:00,0.25,17940,108.0
C558354,-5,2011-06-28 14:57:00,0.83,14854,-4.1499999999999995
558355,3,2011-06-28 14:58:00,0.83,13614,2.4899999999999998
558356,12,2011-06-28 14:58:00,1.25,14854,15.0
C558357,-8,2011-06-28 15:04:00,0.85,15502,-6.8
558358,1,2011-06-28 15:05:00,3.75,17965,3.75
C558360,-12,2011-06-28 15:10:00,0.79,16701,-9.48
C558361,-1,2011-06-28 15:13:00,3.75,15128,-3.75
558362,24,2011-06-28 15:14:00,7.65,16029,183.60000000000002
558363,96,2011-06-28 15:15:00,4.25,16029,408.0
558365,40,2011-06-28 15:28:00,6.25,13631,250.0
558366,96,2011-06-28 15:30:00,5.32,13631,510.72
558367,4,2011-06-28 15:31:00,3.95,16550,15.8
558368,2,2011-06-28 15:36:00,7.95,14329,15.9
558370,10,2011-06-28 15:44:00,2.95,17750,29.5
558372,2,2011-06-28 15:47:00,16.95,16200,33.9
558375,12,2011-06-28 16:02:00,1.95,13418,23.4
558376,8,2011-06-28 16:03:00,0.85,13418,6.8
558381,1,2011-06-28 17:01:00,600.0,15299,600.0
558382,1,2011-06-28 17:28:00,1.65,17997,1.65
558383,12,2011-06-29 08:58:00,2.1,18075,25.200000000000003
558384,6,2011-06-29 09:09:00,6.75,17389,40.5
558385,24,2011-06-29 09:13:00,2.55,16525,61.199999999999996
558386,24,2011-06-29 09:32:00,0.19,14883,4.5600000000000005
558387,96,2011-06-29 09:58:00,1.06,17391,101.76
558389,4,2011-06-29 10:18:00,8.5,14383,34.0
558390,20,2011-06-29 10:23:00,2.08,13461,41.6
C558405,-16,2011-06-29 10:30:00,4.25,13881,-68.0
558416,8,2011-06-29 10:50:00,2.95,16059,23.6
558417,96,2011-06-29 10:50:00,1.85,14156,177.60000000000002
558418,24,2011-06-29 11:35:00,1.25,12901,30.0
558419,100,2011-06-29 11:41:00,1.79,17702,179.0
558420,3,2011-06-29 11:46:00,2.1,14577,6.300000000000001
558421,24,2011-06-29 11:47:00,1.79,15611,42.96
C558422,-1,2011-06-29 11:54:00,1.65,16779,-1.65
C558423,-1,2011-06-29 12:05:00,2.75,16966,-2.75
558430,12,2011-06-29 12:12:00,1.25,13238,15.0
558431,12,2011-06-29 12:15:00,5.95,14911,71.4
558432,10,2011-06-29 12:16:00,2.95,17730,29.5
C558433,-1,2011-06-29 12:31:00,4.95,14606,-4.95
C558434,-1,2011-06-29 12:36:00,3.25,15304,-3.25
558435,24,2011-06-29 12:37:00,3.39,13078,81.36
C558436,-36,2011-06-29 12:45:00,0.65,15805,-23.400000000000002
558437,2,2011-06-29 12:46:00,10.95,17799,21.9
C558438,-7,2011-06-29 12:51:00,1.06,15189,-7.42
558440,1,2011-06-29 12:53:00,12.75,17408,12.75
C558439,-2,2011-06-29 12:53:00,2.95,12584,-5.9
558441,1,2011-06-29 12:59:00,0.85,14606,0.85
558442,1,2011-06-29 13:10:00,1.25,15537,1.25
558443,24,2011-06-29 13:20:00,5.45,15189,130.8
C558444,-4,2011-06-29 13:29:00,0.85,15311,-3.4
558447,2,2011-06-29 13:40:00,2.55,15311,5.1
558452,4,2011-06-29 13:51:00,12.75,15208,51.0
558454,2,2011-06-29 13:58:00,7.95,17063,15.9
558455,24,2011-06-29 13:58:00,1.65,14327,39.599999999999994
558456,4,2011-06-29 13:59:00,6.25,17063,25.0
558458,1,2011-06-29 14:17:00,12.75,14527,12.75
558459,1,2011-06-29 14:20:00,0.29,15334,0.29
558460,72,2011-06-29 14:53:00,3.25,16779,234.0
558461,2,2011-06-29 15:03:00,4.15,13263,8.3
558462,2,2011-06-29 15:11:00,4.95,13982,9.9
C558463,-1,2011-06-29 15:14:00,3.95,13982,-3.95
C558465,-1,2011-06-29 15:19:00,3.75,13418,-3.75
C558466,-2,2011-06-29 15:20:00,6.75,12951,-13.5
558467,1,2011-06-29 15:22:00,7.95,17757,7.95
C558468,-1,2011-06-29 15:23:00,8.5,17389,-8.5
C558469,-4,2011-06-29 15:31:00,4.95,17757,-19.8
558470,4,2011-06-29 15:33:00,4.25,16801,17.0
C558471,-1,2011-06-29 15:38:00,1.65,12408,-1.65
558472,144,2011-06-29 15:40:00,0.53,16553,76.32000000000001
558473,120,2011-06-29 15:41:00,0.85,16553,102.0
558474,48,2011-06-29 15:42:00,4.25,16553,204.0
558478,1,2011-06-29 16:07:00,9.95,16775,9.95
558479,1,2011-06-29 16:44:00,9.95,17837,9.95
558480,6,2011-06-30 08:17:00,2.25,15271,13.5
558481,10,2011-06-30 09:02:00,1.65,17675,16.5
558482,24,2011-06-30 09:56:00,0.55,16570,13.200000000000001
558483,2,2011-06-30 09:59:00,9.95,18171,19.9
558484,24,2011-06-30 10:09:00,0.42,14267,10.08
558501,25,2011-06-30 10:19:00,0.42,13871,10.5
C558521,-2,2011-06-30 10:31:00,6.75,13113,-13.5
C558522,-5,2011-06-30 10:33:00,4.25,15932,-21.25
558523,701,2011-06-30 10:44:00,1.06,17949,743.0600000000001
558524,40,2011-06-30 10:52:00,1.45,13113,58.0
C558525,-7,2011-06-30 10:52:00,1.95,13113,-13.65
558526,48,2011-06-30 11:01:00,2.55,17949,122.39999999999999
558527,1,2011-06-30 11:02:00,1.65,12748,1.65
558528,560,2011-06-30 11:02:00,1.45,17949,812.0
558529,16,2011-06-30 11:22:00,1.45,17949,23.2
C558530,-2,2011-06-30 11:26:00,8.5,15039,-17.0
C558531,-1,2011-06-30 11:31:00,12.75,15039,-12.75
558532,1,2011-06-30 11:32:00,1.25,15039,1.25
558533,24,2011-06-30 11:49:00,0.83,16717,19.919999999999998
558534,12,2011-06-30 11:54:00,2.08,13988,24.96
558535,2,2011-06-30 12:04:00,8.25,16904,16.5
558536,30,2011-06-30 12:06:00,2.55,12424,76.5
558537,144,2011-06-30 12:06:00,1.06,12424,152.64000000000001
558538,2,2011-06-30 12:12:00,4.95,15005,9.9
558539,6,2011-06-30 12:14:00,2.89,16556,17.34
558540,3,2011-06-30 12:15:00,12.75,17706,38.25
558542,1,2011-06-30 12:23:00,8.5,13593,8.5
558552,48,2011-06-30 12:42:00,3.39,13694,162.72
C558553,-576,2011-06-30 12:44:00,1.45,17949,-835.1999999999999
558554,576,2011-06-30 12:50:00,4.15,17949,2390.4
558555,1,2011-06-30 13:03:00,7.95,15578,7.95
558556,12,2011-06-30 13:14:00,0.42,17954,5.04
558557,12,2011-06-30 13:17:00,7.65,13282,91.80000000000001
558558,25,2011-06-30 13:17:00,0.42,17841,10.5
C558559,-1,2011-06-30 13:20:00,7.95,17648,-7.95
558560,1,2011-06-30 13:23:00,5.95,17841,5.95
558561,4,2011-06-30 13:25:00,8.5,13742,34.0
558562,12,2011-06-30 13:28:00,1.95,16401,23.4
558563,12,2011-06-30 13:43:00,1.25,14561,15.0
558564,20,2011-06-30 13:45:00,1.25,14057,25.0
558565,1,2011-06-30 13:58:00,4.25,14803,4.25
558567,10,2011-06-30 14:37:00,2.08,14191,20.8
558568,4,2011-06-30 14:37:00,4.95,16316,19.8
558570,4,2011-06-30 14:38:00,0.65,17673,2.6
558571,12,2011-06-30 14:46:00,1.65,17017,19.799999999999997
558572,20,2011-06-30 14:47:00,1.65,14282,33.0
558573,8,2011-06-30 14:47:00,3.75,17017,30.0
558574,12,2011-06-30 14:48:00,1.65,17017,19.799999999999997
C558575,-24,2011-06-30 14:58:00,1.25,12674,-30.0
558608,12,2011-06-30 15:30:00,1.65,12524,19.799999999999997
558611,6,2011-06-30 15:35:00,2.95,16475,17.700000000000003
558612,252,2011-06-30 15:40:00,1.06,17949,267.12
558613,4,2011-06-30 15:46:00,4.25,14911,17.0
C558615,-4,2011-06-30 16:20:00,0.79,17719,-3.16
558616,6,2011-06-30 16:22:00,4.25,16045,25.5
558619,12,2011-06-30 16:28:00,0.75,14401,9.0
558620,1,2011-06-30 16:39:00,7.95,15584,7.95
558621,12,2011-06-30 16:43:00,0.75,13745,9.0
558622,8,2011-06-30 16:51:00,4.95,16357,39.6
558623,6,2011-06-30 16:52:00,2.95,12395,17.700000000000003
558624,2,2011-06-30 17:16:00,8.5,14560,17.0
558625,4,2011-06-30 17:29:00,3.75,14132,15.0
558626,6,2011-06-30 17:34:00,2.08,12569,12.48
558627,1,2011-06-30 17:40:00,125.0,14711,125.0
558628,48,2011-06-30 17:59:00,0.39,12626,18.72
558629,12,2011-06-30 18:04:00,1.45,15615,17.4
558630,6,2011-06-30 18:07:00,2.95,15615,17.700000000000003
558631,6,2011-06-30 18:17:00,1.25,17921,7.5
558632,24,2011-06-30 18:44:00,1.25,17930,30.0
558633,10,2011-06-30 19:13:00,2.08,16745,20.8
558634,6,2011-06-30 19:27:00,2.95,14506,17.700000000000003
558635,3,2011-06-30 19:52:00,1.45,16498,4.35
558636,3,2011-06-30 19:58:00,1.45,14702,4.35
558637,24,2011-06-30 20:08:00,0.85,17891,20.4
558638,12,2011-07-01 08:16:00,1.25,16317,15.0
558639,4,2011-07-01 08:55:00,4.95,13492,19.8
558640,12,2011-07-01 08:58:00,0.85,14911,10.2
558641,4,2011-07-01 09:19:00,9.95,17865,39.8
558642,10,2011-07-01 09:47:00,2.08,17667,20.8
558643,2,2011-07-01 09:51:00,5.75,13534,11.5
558644,1,2011-07-01 10:16:00,50.0,14156,50.0
558647,10,2011-07-01 10:39:00,1.65,14868,16.5
558653,12,2011-07-01 10:40:00,1.45,14868,17.4
558671,12,2011-07-01 10:47:00,2.1,17123,25.200000000000003
558679,1,2011-07-01 10:58:00,1.0,17800,1.0
558684,24,2011-07-01 11:29:00,0.62,14016,14.879999999999999
558685,12,2011-07-01 11:32:00,1.65,17706,19.799999999999997
558686,25,2011-07-01 11:33:00,0.42,17706,10.5
558687,24,2011-07-01 11:43:00,2.08,12598,49.92
558696,10,2011-07-01 12:09:00,2.08,16746,20.8
C558698,-1,2011-07-01 12:11:00,0.85,16746,-0.85
558699,2,2011-07-01 12:17:00,8.95,12494,17.9
558700,10,2011-07-01 12:33:00,1.65,17920,16.5
558701,3,2011-07-01 12:34:00,9.95,16866,29.849999999999998
558702,1,2011-07-01 12:45:00,0.42,12748,0.42
558703,6,2011-07-01 12:47:00,3.75,13730,22.5
558704,24,2011-07-01 12:50:00,1.45,17505,34.8
558705,1,2011-07-01 12:52:00,4.95,12748,4.95
558706,8,2011-07-01 12:52:00,8.5,16839,68.0
558707,2,2011-07-01 12:58:00,1.65,12748,3.3
558708,2,2011-07-01 13:01:00,2.08,12748,4.16
558709,2,2011-07-01 13:02:00,7.9,17338,15.8
558710,4,2011-07-01 13:04:00,0.19,15483,0.76
558711,2,2011-07-01 13:05:00,1.69,15483,3.38
C558712,-1,2011-07-01 13:06:00,2.95,17338,-2.95
558713,1,2011-07-01 13:07:00,0.55,15483,0.55
558714,2,2011-07-01 13:17:00,4.25,17888,8.5
558717,12,2011-07-01 13:22:00,1.25,12710,15.0
C558716,-12,2011-07-01 13:22:00,0.39,17888,-4.68
558718,4,2011-07-01 13:31:00,3.95,16589,15.8
558719,48,2011-07-01 13:48:00,2.1,13576,100.80000000000001
558721,1,2011-07-01 14:08:00,8.25,14338,8.25
C558722,-12,2011-07-01 14:18:00,12.75,12901,-153.0
C558726,-1,2011-07-01 14:32:00,57.6,16422,-57.6
C558727,-1,2011-07-01 14:35:00,1.65,12709,-1.65
558729,48,2011-07-01 14:51:00,0.42,13450,20.16
558731,10,2011-07-01 14:53:00,1.95,13285,19.5
C558733,-3,2011-07-01 15:06:00,4.95,16498,-14.850000000000001
558734,3,2011-07-01 15:07:00,3.25,16498,9.75
C558735,-1,2011-07-01 15:09:00,12.75,16700,-12.75
C558736,-1,2011-07-01 15:14:00,7.95,18075,-7.95
558737,1,2011-07-01 15:22:00,6.65,17988,6.65
558738,8,2011-07-01 15:35:00,1.65,12922,13.2
C558739,-12,2011-07-01 15:35:00,0.85,16570,-10.2
558740,1,2011-07-01 15:39:00,2.55,16775,2.55
C558745,-1,2011-07-01 17:02:00,2.08,14415,-2.08
558746,5,2011-07-01 17:23:00,2.08,14415,10.4
558747,5,2011-07-03 10:11:00,2.95,15465,14.75
558748,12,2011-07-03 10:23:00,0.85,17800,10.2
558749,1,2011-07-03 10:28:00,7.95,16326,7.95
558750,10,2011-07-03 10:47:00,1.65,18226,16.5
558751,3,2011-07-03 11:26:00,2.08,16009,6.24
558752,6,2011-07-03 11:40:00,0.83,16931,4.9799999999999995
C558753,-1,2011-07-03 11:54:00,4.95,15033,-4.95
558754,2,2011-07-03 12:10:00,1.65,15518,3.3
558755,90,2011-07-03 12:21:00,1.25,14053,112.5
558756,4,2011-07-03 12:21:00,4.95,12843,19.8
558757,5,2011-07-03 12:22:00,1.65,13148,8.25
558758,2,2011-07-03 12:27:00,0.95,17939,1.9
558759,8,2011-07-03 12:36:00,4.25,13148,34.0
558760,8,2011-07-03 12:38:00,1.25,16918,10.0
558761,1,2011-07-03 12:52:00,7.95,15033,7.95
558762,2,2011-07-03 13:05:00,7.95,15023,15.9
558763,10,2011-07-03 13:08:00,1.65,12841,16.5
C558764,-8,2011-07-03 13:08:00,4.95,15023,-39.6
558765,12,2011-07-03 13:12:00,1.25,17312,15.0
558766,24,2011-07-03 13:24:00,2.95,14257,70.80000000000001
558767,2,2011-07-03 13:27:00,7.95,13833,15.9
558768,1,2011-07-03 13:33:00,5.95,15952,5.95
558769,36,2011-07-03 14:58:00,0.38,17899,13.68
558770,1,2011-07-03 15:19:00,1.25,12748,1.25
558771,10,2011-07-03 15:53:00,0.85,17105,8.5
558772,12,2011-07-03 16:00:00,1.25,15007,15.0
558773,1,2011-07-03 16:00:00,2.95,17781,2.95
558775,300,2011-07-04 10:20:00,4.58,18102,1374.0
558776,200,2011-07-04 10:20:00,4.58,18102,916.0
558778,10,2011-07-04 10:27:00,1.65,17160,16.5
558779,8,2011-07-04 10:42:00,2.55,16682,20.4
558812,6,2011-07-04 11:35:00,4.25,16265,25.5
558813,10,2011-07-04 11:42:00,1.65,12682,16.5
558814,1,2011-07-04 11:47:00,16.95,14049,16.95
558841,1,2011-07-04 11:59:00,30.0,12471,30.0
C558859,-1,2011-07-04 12:17:00,7.65,17841,-7.65
558860,6,2011-07-04 12:18:00,0.65,17975,3.9000000000000004
558861,12,2011-07-04 12:19:00,1.45,13373,17.4
558862,1,2011-07-04 12:25:00,12.5,13901,12.5
558863,25,2011-07-04 12:28:00,0.42,17243,10.5
558867,2,2011-07-04 12:41:00,6.65,17765,13.3
558868,96,2011-07-04 12:47:00,0.39,13266,37.44
558870,48,2011-07-04 12:58:00,4.95,14145,237.60000000000002
558871,32,2011-07-04 13:19:00,1.69,12557,54.08
558872,12,2011-07-04 13:19:00,5.95,17464,71.4
558873,12,2011-07-04 13:28:00,1.45,15290,17.4
558875,6,2011-07-04 13:35:00,0.42,13301,2.52
558876,3,2011-07-04 13:36:00,3.95,17841,11.850000000000001
558877,4,2011-07-04 13:50:00,1.25,17841,5.0
558878,3,2011-07-04 13:53:00,1.95,16385,5.85
558879,24,2011-07-04 14:07:00,1.69,12921,40.56
558880,4,2011-07-04 14:08:00,4.95,12921,19.8
558881,10,2011-07-04 14:36:00,1.65,12705,16.5
C558882,-5,2011-07-04 14:47:00,1.65,13767,-8.25
C558883,-4,2011-07-04 14:51:00,6.25,17063,-25.0
C558884,-1,2011-07-04 14:53:00,8.5,13763,-8.5
558885,6,2011-07-04 15:10:00,2.95,13267,17.700000000000003
558886,6,2011-07-04 15:13:00,1.65,13267,9.899999999999999
558887,4,2011-07-04 15:26:00,4.95,18265,19.8
558888,2,2011-07-04 15:29:00,2.1,14056,4.2
558891,12,2011-07-04 15:38:00,2.95,16861,35.400000000000006
558892,10,2011-07-04 15:46:00,3.95,17581,39.5
558893,12,2011-07-04 15:49:00,1.25,17581,15.0
558894,6,2011-07-04 15:50:00,5.95,16344,35.7
558895,1,2011-07-04 15:54:00,389.68,12619,389.68
C558897,-1,2011-07-04 15:55:00,389.68,12619,-389.68
C558898,-1,2011-07-04 15:59:00,2.95,14952,-2.95
C558899,-1,2011-07-04 16:00:00,5.95,14338,-5.95
558900,1,2011-07-04 16:06:00,12.5,15349,12.5
C558901,-1,2011-07-04 16:07:00,4.95,18171,-4.95
558902,50,2011-07-04 16:08:00,4.15,13001,207.50000000000003
C558903,-1,2011-07-04 16:09:00,0.65,13115,-0.65
C558905,-1,2011-07-04 16:27:00,4.9,13826,-4.9
558906,2,2011-07-04 16:35:00,2.95,15555,5.9
558908,12,2011-07-05 09:06:00,0.85,13338,10.2
558909,48,2011-07-05 09:10:00,1.25,13408,60.0
558910,30,2011-07-05 09:16:00,6.75,12989,202.5
558911,2,2011-07-05 09:23:00,9.95,14189,19.9
558912,25,2011-07-05 09:31:00,1.25,17024,31.25
558916,24,2011-07-05 09:33:00,1.45,16985,34.8
